0, 0, Header, 1, 13, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 451127
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "E. Piano"
2, 0, Note_on_c, 1, 94, 79
2, 250, Note_off_c, 1, 94, 0
2, 250, Note_on_c, 1, 94, 79
2, 500, Note_off_c, 1, 94, 0
2, 500, Note_on_c, 1, 94, 79
2, 750, Note_off_c, 1, 94, 0
2, 750, Note_on_c, 1, 94, 79
2, 1000, Note_off_c, 1, 94, 0
2, 1000, Note_on_c, 1, 94, 79
2, 1250, Note_off_c, 1, 94, 0
2, 1250, Note_on_c, 1, 94, 79
2, 1500, Note_off_c, 1, 94, 0
2, 1500, Note_on_c, 1, 94, 79
2, 1750, Note_off_c, 1, 94, 0
2, 1750, Note_on_c, 1, 94, 79
2, 2000, Note_off_c, 1, 94, 0
2, 2000, Note_on_c, 1, 94, 79
2, 2250, Note_off_c, 1, 94, 0
2, 2250, Note_on_c, 1, 94, 79
2, 2500, Note_off_c, 1, 94, 0
2, 2500, Note_on_c, 1, 94, 79
2, 2750, Note_off_c, 1, 94, 0
2, 2750, Note_on_c, 1, 94, 79
2, 3000, Note_off_c, 1, 94, 0
2, 3000, End_Track
0, 0, End_of_file
