0, 0, Header, 1, 13, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 451127
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "E. Piano"
2, 0, Note_on_c, 1, 57, 79
2, 0, Note_off_c, 1, 57, 0
2, 0, Note_on_c, 1, 59, 79
2, 0, Note_off_c, 1, 59, 0
2, 0, Note_on_c, 1, 60, 79
2, 0, Note_off_c, 1, 60, 0
2, 0, Note_on_c, 1, 60, 79
2, 0, Note_off_c, 1, 60, 0
2, 0, Note_on_c, 1, 60, 79
2, 0, Note_off_c, 1, 60, 0
2, 0, Note_on_c, 1, 62, 79
2, 0, Note_off_c, 1, 62, 0
2, 0, Note_on_c, 1, 61, 79
2, 0, Note_off_c, 1, 61, 0
2, 0, Note_on_c, 1, 61, 79
2, 0, Note_off_c, 1, 61, 0
2, 0, Note_on_c, 1, 79, 79
2, 0, Note_off_c, 1, 79, 0
2, 0, Note_on_c, 1, 79, 79
2, 0, Note_off_c, 1, 79, 0
2, 0, Note_on_c, 1, 79, 79
2, 0, Note_off_c, 1, 79, 0
2, 0, Note_on_c, 1, 79, 79
2, 0, Note_off_c, 1, 79, 0
2, 0, Note_on_c, 1, 79, 79
2, 0, Note_off_c, 1, 79, 0
2, 0, Note_on_c, 1, 79, 79
2, 0, Note_off_c, 1, 79, 0
2, 0, Note_on_c, 1, 84, 79
2, 0, Note_off_c, 1, 84, 0
2, 0, Note_on_c, 1, 84, 79
2, 0, Note_off_c, 1, 84, 0
2, 0, Note_on_c, 1, 86, 79
2, 0, Note_off_c, 1, 86, 0
2, 0, End_Track
0, 0, End_of_file
